"text","label","explain"
"1925","DATE","Absolute or relative dates or periods"
"Leticia Luthor","PERSON","People, including fictional"
"Ma Bell","ORG","Companies, agencies, institutions, etc."
"New York City","GPE","Countries, cities, states"
"20s","ORDINAL","""first"", ""second"", etc."
"Luthor","PERSON","People, including fictional"
"ten thousand","CARDINAL","Numerals that do not fall under another type"
"ten thousand","CARDINAL","Numerals that do not fall under another type"
"ten thousand","CARDINAL","Numerals that do not fall under another type"
"American","NORP","Nationalities or religious or political groups"
"first","ORDINAL","""first"", ""second"", etc."
"jack","PERSON","People, including fictional"
"Relay","PERSON","People, including fictional"
"few hundred thousand","CARDINAL","Numerals that do not fall under another type"
"ten","TIME","Times smaller than a day"
"four or five years","DATE","Absolute or relative dates or periods"
"American 1920s","DATE","Absolute or relative dates or periods"
"two","CARDINAL","Numerals that do not fall under another type"
"Eight thousand","CARDINAL","Numerals that do not fall under another type"
"Leticia Luthors","ORG","Companies, agencies, institutions, etc."
"quarter of a million","CARDINAL","Numerals that do not fall under another type"
"today","DATE","Absolute or relative dates or periods"
"years","DATE","Absolute or relative dates or periods"
"today","DATE","Absolute or relative dates or periods"
"Leticia","GPE","Countries, cities, states"
"day","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"first half of the twentieth century","DATE","Absolute or relative dates or periods"
"1965","DATE","Absolute or relative dates or periods"
"today","DATE","Absolute or relative dates or periods"
"Leticia","GPE","Countries, cities, states"
"year","DATE","Absolute or relative dates or periods"
"one","CARDINAL","Numerals that do not fall under another type"
"Y.    ","PERSON","People, including fictional"
"America","GPE","Countries, cities, states"
"Leticia","GPE","Countries, cities, states"
"today","DATE","Absolute or relative dates or periods"
"past twenty years","DATE","Absolute or relative dates or periods"
"Letitia","PERSON","People, including fictional"
"Luthor","PERSON","People, including fictional"
"ten thousand","CARDINAL","Numerals that do not fall under another type"
"1ESS","ORG","Companies, agencies, institutions, etc."
"60s","CARDINAL","Numerals that do not fall under another type"
"128,000","CARDINAL","Numerals that do not fall under another type"
"fifth","ORDINAL","""first"", ""second"", etc."
"5ESS","ORG","Companies, agencies, institutions, etc."
"tenth","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"1989","DATE","Absolute or relative dates or periods"
"1990","DATE","Absolute or relative dates or periods"
"one","CARDINAL","Numerals that do not fall under another type"
"RBOC","ORG","Companies, agencies, institutions, etc."
"BellSouth","ORG","Companies, agencies, institutions, etc."
"1.2 million","CARDINAL","Numerals that do not fall under another type"
"as much as two million","QUANTITY","Measurements, as of weight or distance"
"Two million dollars","MONEY","Monetary values, including unit"
"1960s","DATE","Absolute or relative dates or periods"
"first","ORDINAL","""first"", ""second"", etc."
"1990s","DATE","Absolute or relative dates or periods"
"millions","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"thousands","CARDINAL","Numerals that do not fall under another type"
"thousands","CARDINAL","Numerals that do not fall under another type"
"years","DATE","Absolute or relative dates or periods"
"years","DATE","Absolute or relative dates or periods"
"One","CARDINAL","Numerals that do not fall under another type"
"un","ORG","Companies, agencies, institutions, etc."
"January 15, 1990","DATE","Absolute or relative dates or periods"
"SUPPOSED","ORG","Companies, agencies, institutions, etc."
"January 15, 1990","DATE","Absolute or relative dates or periods"
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"4ESS","ORG","Companies, agencies, institutions, etc."
"Central Office Switch Software","ORG","Companies, agencies, institutions, etc."
"end of 1989","DATE","Absolute or relative dates or periods"
"eighty","CARDINAL","Numerals that do not fall under another type"
"Cautiously","PERSON","People, including fictional"
"thirty four","CARDINAL","Numerals that do not fall under another type"
"6","CARDINAL","Numerals that do not fall under another type"
"System 7","LAW","Named documents made into laws."
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"mid December 1989","DATE","Absolute or relative dates or periods"
"4ESS","ORG","Companies, agencies, institutions, etc."
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"4ESS","ORG","Companies, agencies, institutions, etc."
"four to six seconds","TIME","Times smaller than a day"
"4ESS","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"4ESS","ORG","Companies, agencies, institutions, etc."
"4ESS","ORG","Companies, agencies, institutions, etc."
"two","CARDINAL","Numerals that do not fall under another type"
"hundredth","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"four to six seconds","TIME","Times smaller than a day"
"FIRST","ORDINAL","""first"", ""second"", etc."
"two","CARDINAL","Numerals that do not fall under another type"
"hundredth of a second","CARDINAL","Numerals that do not fall under another type"
"approximately 2 25 p.m. EST","TIME","Times smaller than a day"
"Monday, January 15","DATE","Absolute or relative dates or periods"
"4ESS","ORG","Companies, agencies, institutions, etc."
"New York City","GPE","Countries, cities, states"
"4ESS","ORG","Companies, agencies, institutions, etc."
"first","ORDINAL","""first"", ""second"", etc."
"two","CARDINAL","Numerals that do not fall under another type"
"hundredth of a second","CARDINAL","Numerals that do not fall under another type"
"first","ORDINAL","""first"", ""second"", etc."
"three","CARDINAL","Numerals that do not fall under another type"
"Atlanta","GPE","Countries, cities, states"
"St. Louis","GPE","Countries, cities, states"
"Detroit","GPE","Countries, cities, states"
"hundredth of a second","CARDINAL","Numerals that do not fall under another type"
"four seconds","TIME","Times smaller than a day"
"4ESS","ORG","Companies, agencies, institutions, etc."
"four to six seconds","TIME","Times smaller than a day"
"America","GPE","Countries, cities, states"
"KNOCKING","PERSON","People, including fictional"
"about ten minutes","TIME","Times smaller than a day"
"millions","CARDINAL","Numerals that do not fall under another type"
"millions","CARDINAL","Numerals that do not fall under another type"
"System 6","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Bell Labs","ORG","Companies, agencies, institutions, etc."
"New Jersey","GPE","Countries, cities, states"
"Illinois","GPE","Countries, cities, states"
"Ohio","GPE","Countries, cities, states"
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"about half","CARDINAL","Numerals that do not fall under another type"
"11 30 pm","TIME","Times smaller than a day"
"Monday January 15","DATE","Absolute or relative dates or periods"
"midnight","TIME","Times smaller than a day"
"Tuesday","DATE","Absolute or relative dates or periods"
"4ESS","ORG","Companies, agencies, institutions, etc."
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"hundreds","CARDINAL","Numerals that do not fall under another type"
"second","ORDINAL","""first"", ""second"", etc."
"America","GPE","Countries, cities, states"
"three","CARDINAL","Numerals that do not fall under another type"
"American","NORP","Nationalities or religious or political groups"
"Crash","PERSON","People, including fictional"
"1990","DATE","Absolute or relative dates or periods"
"1991","DATE","Absolute or relative dates or periods"
"July 1 and 2, 1991","DATE","Absolute or relative dates or periods"
"Washington DC","GPE","Countries, cities, states"
"Pittsburgh","GPE","Countries, cities, states"
"Los Angeles","GPE","Countries, cities, states"
"San Francisco","GPE","Countries, cities, states"
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"About twelve million","CARDINAL","Numerals that do not fall under another type"
"July 1, 1991","DATE","Absolute or relative dates or periods"
"New York Times Service","ORG","Companies, agencies, institutions, etc."
"week","DATE","Absolute or relative dates or periods"
"DSC Communications Corporation of Plano","ORG","Companies, agencies, institutions, etc."
"Texas","GPE","Countries, cities, states"
"DSC","ORG","Companies, agencies, institutions, etc."
"Bell Atlantic","ORG","Companies, agencies, institutions, etc."
"Pacific Bell","ORG","Companies, agencies, institutions, etc."
"July","DATE","Absolute or relative dates or periods"
"one","CARDINAL","Numerals that do not fall under another type"
"one","CARDINAL","Numerals that do not fall under another type"
"One mistyped","QUANTITY","Measurements, as of weight or distance"
"one","CARDINAL","Numerals that do not fall under another type"
"System 7","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"TEN MILLION","PRODUCT","Objects, vehicles, foods, etc. (not services)"
"Tuesday, September 17, 1991","DATE","Absolute or relative dates or periods"
"New York City","GPE","Countries, cities, states"
"Kennedy","PERSON","People, including fictional"
"La Guardia","FAC","Buildings, airports, highways, bridges, etc."
"Newark","GPE","Countries, cities, states"
"Hollywood","GPE","Countries, cities, states"
"three","CARDINAL","Numerals that do not fall under another type"
"Greater New York","GPE","Countries, cities, states"
"more than 500","CARDINAL","Numerals that do not fall under another type"
"America","GPE","Countries, cities, states"
"Europe","LOC","Non-GPE locations, mountain ranges, bodies of water"
"500 or so","CARDINAL","Numerals that do not fall under another type"
"about 85,000","CARDINAL","Numerals that do not fall under another type"
"One","CARDINAL","Numerals that do not fall under another type"
"Federal Communications Commission","ORG","Companies, agencies, institutions, etc."
"New York","GPE","Countries, cities, states"
"New Jersey","GPE","Countries, cities, states"
"about four and a half million","CARDINAL","Numerals that do not fall under another type"
"a million","CARDINAL","Numerals that do not fall under another type"
